technology,plant_id,generator_id,capacity_mw,capacity_mwh,nameplate_capacity_mw,winter_capacity_mw,operating_year,retirement_year,historical_capacity_factor,heat_rate_mmbtu_mwh,vom_per_mwh,fom_per_mwyr
Conventional Hydroelectric,154,N7,127.0,,127.0,127.0,1944,2044,0.194,,0.0,6306.0
Conventional Hydroelectric,154,N8,130.0,,130.0,130.0,1961,2061,0.194,,0.0,6339.0
Run of River Hydroelectric,159,1,1.0,,1.5,1.0,1981,2081,0.267,,0.0,17924.0
Natural Gas Fired Combustion Turbine,160,GT1,10.0,,11.5,10.0,1963,2030,0.236,12.357,14.23226102,1230.331313
Natural Gas Fired Combustion Turbine,160,GT2,18.5,,20.4,20.0,1972,2027,0.227,12.357,9.738,10369.0
Natural Gas Fired Combustion Turbine,160,GT3,60.0,,78.7,63.0,1975,2030,0.23,12.357,14.23226102,1230.331313
Natural Gas Fired Combustion Turbine,160,GT4,38.0,,60.5,44.0,2002,2057,0.219,12.357,7.035,8379.0
Natural Gas Fired Combustion Turbine,160,GT5,37.9,,41.4,42.3,2025,2080,0.924,9.142,0.53,2960.0
Natural Gas Fired Combustion Turbine,160,GT6,37.9,,41.4,42.3,2025,2080,0.924,9.142,0.53,2960.0
Natural Gas Steam Turbine,160,ST1,72.0,,81.6,72.0,1964,2030,0.16,10.988,0.338551939,11156.73732
Natural Gas Steam Turbine,160,ST2,175.0,,204.0,175.0,1979,2054,0.517,10.965,0.338551939,11156.73732
Conventional Steam Coal,160,ST3,175.0,,204.0,175.0,1979,2054,0.658,11.134,0.635884742,14155.18861
Run of River Hydroelectric,161,1,1.1,,1.1,1.1,1980,2080,0.158,,0.0,16128.0
Run of River Hydroelectric,161,2,1.1,,1.1,1.1,1980,2080,0.158,,0.0,15909.0
Run of River Hydroelectric,161,3,1.1,,1.1,1.1,1980,2080,0.158,,0.0,15909.0
Run of River Hydroelectric,162,1,0.5,,0.5,0.5,1979,2079,0.351,,0.0,22409.0
Run of River Hydroelectric,162,2,0.5,,0.5,0.5,1979,2079,0.351,,0.0,21950.0
Batteries,67241,401SB,1.0,2.0,1.0,1.0,2023,2038,0.85,,0.0,17250.0
Natural Gas Fired Combined Cycle,165,3CT,310.2,,369.0,342.6,2017,2072,0.515,7.05,2.306402864,8987.410604
Natural Gas Fired Combined Cycle,165,3ST,170.5,,231.3,161.4,2017,2072,0.515,7.05,2.306402864,8987.410604
Natural Gas Fired Combustion Turbine,165,4,416.0,,433.0,416.0,2026,2081,0.924,9.142,0.53,2960.0
Conventional Hydroelectric,166,1,30.1,,28.0,30.1,1932,2032,0.235,,0.0,6712.0
Conventional Hydroelectric,166,2,30.3,,28.0,30.3,1932,2032,0.235,,0.0,6610.0
Natural Gas Steam Turbine,170,4,522.0,,552.5,523.0,1970,2027,0.052,11.389,0.124136665,4090.8351190000003
Petroleum Liquids,172,9,1.6,,1.6,1.6,1992,2042,0.0,12.159,5.481526534,1230.331313
Conventional Hydroelectric,174,1,3.9,,3.0,3.9,1925,2025,0.433,,0.0,8026.999999999999
Conventional Hydroelectric,174,2,3.7,,3.0,3.7,1925,2025,0.434,,0.0,8134.0
Conventional Hydroelectric,174,3,3.8,,3.0,3.8,1925,2025,0.433,,0.0,7822.0
Conventional Hydroelectric,180,1,0.9,,1.0,0.9,1981,2081,0.353,,0.0,13788.0
Conventional Hydroelectric,182,1,64.4,,56.0,64.4,1965,2065,0.247,,0.0,7280.0
Conventional Hydroelectric,182,2,64.4,,56.0,64.4,1965,2065,0.168,,0.0,7247.0
Run of River Hydroelectric,187,1,40.0,,40.0,40.0,1972,2072,0.233,,0.0,8077.0
Hydroelectric Pumped Storage,187,2,30.0,465.0,30.0,30.0,1972,2072,0.286,,0.0,17041.0
Conventional Hydroelectric,188,1,50.0,,48.0,50.0,1964,2064,0.296,,0.0,7852.0
Conventional Hydroelectric,188,2,40.0,,48.0,40.0,1964,2064,0.296,,0.0,7715.0
Petroleum Liquids,193,1,2.0,,2.0,2.0,1963,2030,0.001,12.159,5.481526534,1230.331313
Petroleum Liquids,193,2,0.6,,0.6,0.6,1952,2030,0.001,12.159,5.481526534,1230.331313
Petroleum Liquids,193,4,2.2,,2.2,2.2,1976,2026,0.001,12.159,5.481526534,1230.331313
Petroleum Liquids,193,6,1.3,,1.3,1.3,1959,2030,0.001,12.159,5.481526534,1230.331313
Petroleum Liquids,193,7,1.1,,1.1,1.1,1955,2030,0.001,12.159,5.481526534,1230.331313
Run of River Hydroelectric,195,1,9.7,,8.5,9.7,1950,2050,0.204,,0.0,8735.0
Run of River Hydroelectric,195,2,9.7,,8.5,9.7,1950,2050,0.204,,0.0,6247.0
Run of River Hydroelectric,195,3,9.7,,8.5,9.7,1969,2069,0.204,,0.0,8795.0
Conventional Hydroelectric,196,1,40.0,,40.2,40.0,1950,2050,0.37,,0.0,8233.0
Conventional Hydroelectric,196,2,40.0,,40.2,40.0,1944,2044,0.37,,0.0,7458.0
Run of River Hydroelectric,197,1,37.5,,37.5,37.5,1955,2055,0.367,,0.0,7850.0
Run of River Hydroelectric,197,2,37.5,,37.5,37.5,1955,2055,0.367,,0.0,7766.0
Conventional Hydroelectric,198,1,45.0,,40.0,45.0,1952,2052,0.36,,0.0,8200.0
Conventional Hydroelectric,198,2,45.0,,40.0,45.0,1952,2052,0.36,,0.0,8023.0
Conventional Hydroelectric,198,3,35.0,,40.0,35.0,1952,2052,0.36,,0.0,8023.0
Conventional Hydroelectric,198,4,45.0,,40.0,45.0,1953,2053,0.36,,0.0,8105.0
Conventional Hydroelectric,198,5,50.0,,45.0,50.0,1962,2062,0.36,,0.0,7911.0
Conventional Hydroelectric,198,6,50.0,,45.0,50.0,1962,2062,0.36,,0.0,7911.0
Conventional Hydroelectric,198,7,50.0,,45.0,50.0,1963,2063,0.36,,0.0,7915.0
Conventional Hydroelectric,198,8,50.0,,45.0,50.0,1963,2063,0.36,,0.0,7915.0
Run of River Hydroelectric,199,1,35.0,,40.2,35.0,1965,2065,0.414,,0.0,8670.0
Run of River Hydroelectric,199,2,35.0,,40.2,35.0,1965,2065,0.414,,0.0,8530.0
Run of River Hydroelectric,199,3,35.0,,40.2,35.0,1965,2065,0.414,,0.0,8530.0
Run of River Hydroelectric,199,4,35.0,,40.2,35.0,1966,2066,0.414,,0.0,8520.0
Natural Gas Fired Combined Cycle,201,1,61.0,,59.0,62.0,1963,2030,0.247,8.868,3.516257561,4342.0804259999995
Natural Gas Fired Combined Cycle,201,2,101.0,,126.0,110.0,2002,2057,0.247,8.868,3.516257561,4342.0804259999995
Natural Gas Steam Turbine,202,1,122.0,,120.0,122.0,1966,2041,0.0,11.181,0.164883224,5433.608873
Natural Gas Steam Turbine,203,1,134.0,,136.0,134.0,1972,2047,0.035,12.634,0.164883224,5433.608873
Nuclear,204,1,1078.9,,1138.3,1107.1,1987,2067,0.932,10.456,0.074046799,69926.82749
Nuclear,210,1,70.602,,77.778,75.3,1985,2065,0.881,10.456,0.078618781,71834.17796
Nuclear,210,1,1106.098,,1218.522,1179.7,1985,2065,0.881,10.456,0.078618781,71834.17796
Run of River Hydroelectric,214,1,1.0,,1.0,1.0,1902,2030,0.366,,0.0,14385.0
Conventional Hydroelectric,215,1,0.7,,1.4,1.0,1940,2040,0.7,,0.0,17276.0
Run of River Hydroelectric,217,1,31.0,,31.0,31.0,1927,2027,0.338,,0.0,7384.0
Run of River Hydroelectric,218,2,52.5,,48.6,52.5,1958,2058,0.363,,0.0,7125.0
Run of River Hydroelectric,218,3,52.5,,48.6,52.5,1958,2058,0.363,,0.0,7071.0
Run of River Hydroelectric,219,1,125.0,,117.9,125.0,1969,2069,0.224,,0.0,6356.0
Run of River Hydroelectric,220,H1,32.5,,33.0,32.5,1928,2028,0.125,,0.0,6878.0
Run of River Hydroelectric,220,H2,32.5,,33.0,32.5,1928,2028,0.125,,0.0,6685.0
Run of River Hydroelectric,221,1,41.0,,40.0,41.0,1958,2058,0.267,,0.0,6605.0
Run of River Hydroelectric,222,1,25.0,,23.8,25.0,1921,2030,0.159,,0.0,6378.0
Run of River Hydroelectric,222,2,25.0,,25.0,25.0,1921,2030,0.159,,0.0,6341.0
Run of River Hydroelectric,222,3,25.0,,25.0,25.0,1924,2024,0.159,,0.0,6342.0
Run of River Hydroelectric,223,4,60.0,,60.3,60.0,1958,2058,0.361,,0.0,6500.0
Run of River Hydroelectric,223,5,60.0,,57.6,60.0,1958,2058,0.361,,0.0,6454.0
Run of River Hydroelectric,224,1,5.5,,5.5,5.5,1900,2030,0.0,,0.0,7530.0
Run of River Hydroelectric,224,2,0.9,,0.9,0.9,1900,2030,0.0,,0.0,11038.0
Run of River Hydroelectric,225,1,7.0,,8.3,7.0,1965,2065,0.429,,0.0,8473.0
Conventional Hydroelectric,227,1,13.0,,12.1,13.0,1979,2079,0.27,,0.0,7865.0
Run of River Hydroelectric,229,1,0.9,,0.7,0.9,1907,2025,0.248,,0.0,12045.0
Run of River Hydroelectric,229,2,0.9,,0.7,0.9,1907,2025,0.248,,0.0,11776.0
Conventional Hydroelectric,231,1,35.0,,36.9,35.0,1949,2049,0.305,,0.0,7069.0
Conventional Hydroelectric,231,2,35.0,,36.9,35.0,1950,2050,0.305,,0.0,6619.0
Run of River Hydroelectric,232,1,18.5,,18.4,18.5,1963,2063,0.284,,0.0,7620.0
Run of River Hydroelectric,233,1,5.7,,5.5,5.7,1908,2030,0.325,,0.0,9163.0
Run of River Hydroelectric,235,1,13.2,,12.0,13.2,1913,2030,0.111,,0.0,6987.0
Run of River Hydroelectric,235,2,13.2,,12.0,13.2,1913,2030,0.111,,0.0,6950.0
Run of River Hydroelectric,235,3,13.2,,12.0,13.2,1922,2022,0.111,,0.0,6863.0
Run of River Hydroelectric,235,4,14.4,,13.2,14.4,1928,2028,0.111,,0.0,6566.0
Run of River Hydroelectric,236,5,49.5,,53.1,49.5,1965,2065,0.549,,0.0,7523.0
Run of River Hydroelectric,237,1,22.0,,22.0,22.0,1943,2043,0.451,,0.0,8009.0
Conventional Hydroelectric,238,1,10.4,,10.0,10.6,1924,2024,0.346,,0.0,11403.0
Conventional Hydroelectric,238,2,10.4,,10.0,10.5,1924,2024,0.348,,0.0,11348.0
Conventional Hydroelectric,239,1,30.7,,32.3,30.7,1948,2048,0.349,,0.0,7290.0
Conventional Hydroelectric,239,2,30.7,,35.1,30.7,1948,2048,0.349,,0.0,7305.0
Conventional Hydroelectric,239,3,36.6,,35.1,36.6,1948,2048,0.349,,0.0,7065.0
Conventional Hydroelectric,240,H1,72.0,,67.5,72.0,1958,2058,0.258,,0.0,6629.0
Conventional Hydroelectric,240,H2,72.0,,67.5,72.0,1958,2058,0.258,,0.0,6612.0
Run of River Hydroelectric,241,1,11.0,,13.6,11.0,1916,2030,0.227,,0.0,8795.0
Run of River Hydroelectric,242,1,2.4,,2.6,2.4,1921,2030,0.0,,0.0,9660.0
Run of River Hydroelectric,242,2,2.4,,2.7,2.4,1921,2030,0.0,,0.0,9250.0
Run of River Hydroelectric,243,1,8.5,,10.0,8.5,1921,2030,0.362,,0.0,7459.0
Run of River Hydroelectric,244,1,8.5,,10.0,8.5,1921,2030,0.339,,0.0,7928.0
Natural Gas Internal Combustion Engine,246,IC1,16.3,,16.7,16.3,2010,2065,0.323,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,246,IC10,16.3,,16.7,16.3,2010,2065,0.323,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,246,IC2,16.3,,16.7,16.3,2010,2065,0.323,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,246,IC3,16.3,,16.7,16.3,2011,2066,0.323,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,246,IC4,16.3,,16.7,16.3,2010,2065,0.323,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,246,IC5,16.3,,16.7,16.3,2010,2065,0.323,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,246,IC6,16.3,,16.7,16.3,2010,2065,0.323,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,246,IC7,16.3,,16.7,16.3,2010,2065,0.323,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,246,IC8,16.3,,16.7,16.3,2010,2065,0.323,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,246,IC9,16.7,,16.7,16.7,2010,2065,0.323,10.745,1.74861846,1121.119057
Conventional Hydroelectric,248,1,8.0,,7.6,8.0,1979,2079,0.0,,0.0,8358.0
Run of River Hydroelectric,249,1,86.0,,85.1,86.0,1966,2066,0.292,,0.0,6470.0
Run of River Hydroelectric,249,2,86.0,,83.5,86.0,1965,2065,0.292,,0.0,6383.0
Run of River Hydroelectric,250,H1,12.6,,11.3,12.6,1920,2030,0.0,,0.0,6883.0
Run of River Hydroelectric,250,H3,12.6,,11.3,12.6,1920,2030,0.0,,0.0,6420.0
Run of River Hydroelectric,253,1,1.6,,1.5,1.6,1904,2025,0.08,,0.0,11049.0
Conventional Hydroelectric,254,H1,52.0,,48.6,52.0,1962,2062,0.223,,0.0,6754.0
Run of River Hydroelectric,255,1,1.0,,1.0,1.0,1906,2030,0.0,,0.0,11907.0
Run of River Hydroelectric,255,2,1.0,,1.0,1.0,1906,2030,0.0,,0.0,11599.0
Run of River Hydroelectric,258,1,3.5,,3.4,3.5,1930,2030,0.287,,0.0,9577.0
Batteries,67242,5BES1,3.0,7.5,3.0,3.0,2023,2038,0.85,,0.0,17250.0
Batteries,67457,SHBE1,1.5,31.0,1.5,1.5,2022,2037,0.0,,0.0,17250.0
Batteries,62839,ESS98,1.5,12.0,2.0,1.5,2021,2036,0.002,,0.0,12544.0
Natural Gas Fired Combined Cycle,260,CT1A,165.0,,233.0,165.0,2002,2057,0.591,7.05,0.774950824,11973.82131
Natural Gas Fired Combined Cycle,260,CT1B,165.0,,233.0,165.0,2002,2057,0.591,7.05,0.774950824,11973.82131
Natural Gas Fired Combined Cycle,260,CT2A,165.0,,233.0,165.0,2002,2057,0.591,7.05,0.774950824,11973.82131
Natural Gas Fired Combined Cycle,260,CT2B,165.0,,233.0,165.0,2002,2057,0.591,7.05,0.774950824,11973.82131
Natural Gas Fired Combined Cycle,260,ST1,180.0,,233.0,180.0,2002,2057,0.591,7.05,0.774950824,11973.82131
Natural Gas Fired Combined Cycle,260,ST2,180.0,,233.0,180.0,2002,2057,0.591,7.05,0.774950824,11973.82131
Conventional Hydroelectric,261,1,1.3,,3.6,2.0,1954,2054,0.833,,0.0,12687.0
Run of River Hydroelectric,262,1,12.0,,10.2,12.0,1942,2042,0.54,,0.0,8707.0
Conventional Hydroelectric,264,1,2.0,,1.6,2.0,1940,2040,0.354,,0.0,11490.0
Conventional Hydroelectric,265,H1,30.5,,34.6,30.5,1922,2022,0.345,,0.0,7014.0
Conventional Hydroelectric,265,H2,30.5,,34.6,30.5,1922,2022,0.345,,0.0,6711.0
Conventional Hydroelectric,266,H1,23.3,,26.7,23.3,1925,2025,0.414,,0.0,7586.0
Conventional Hydroelectric,266,H2,23.3,,26.7,23.3,1925,2025,0.414,,0.0,7206.0
Conventional Hydroelectric,266,H3,23.3,,26.7,23.3,1925,2025,0.414,,0.0,7151.0
Conventional Hydroelectric,267,1,47.5,,51.7,47.5,1955,2055,0.396,,0.0,6856.0
Conventional Hydroelectric,267,2,47.5,,51.7,47.5,1955,2055,0.396,,0.0,6624.0
Conventional Hydroelectric,268,H1,40.0,,38.2,40.0,1944,2044,0.433,,0.0,6642.0
Conventional Hydroelectric,268,H2,40.0,,38.2,40.0,1944,2044,0.433,,0.0,6514.0
Conventional Hydroelectric,268,H3,40.0,,33.2,40.0,1944,2044,0.433,,0.0,6512.0
Conventional Hydroelectric,268,H4,40.0,,32.0,40.0,1944,2044,0.433,,0.0,6509.0
Run of River Hydroelectric,269,H1,40.0,,39.6,40.0,1965,2065,0.338,,0.0,7011.0
Run of River Hydroelectric,269,H2,40.0,,39.6,40.0,1965,2065,0.338,,0.0,6755.0
Run of River Hydroelectric,270,H1,56.0,,57.6,56.0,1965,2065,0.311,,0.0,6619.0
Run of River Hydroelectric,270,H2,57.0,,52.2,57.0,1965,2065,0.311,,0.0,6503.0
Run of River Hydroelectric,272,1,60.0,,71.4,60.0,1958,2058,0.389,,0.0,6638.0
Run of River Hydroelectric,272,2,60.0,,71.4,60.0,1958,2058,0.389,,0.0,6499.0
Run of River Hydroelectric,274,1,4.5,,4.4,4.5,1939,2039,0.108,,0.0,8432.0
Run of River Hydroelectric,274,2,2.0,,2.0,2.0,1910,2030,0.108,,0.0,11041.0
Run of River Hydroelectric,274,3,2.7,,3.0,2.7,1917,2030,0.108,,0.0,9950.0
Conventional Hydroelectric,275,H1,63.0,,63.0,63.0,1950,2050,0.348,,0.0,6556.0
Conventional Hydroelectric,275,H2,63.0,,63.0,63.0,1950,2050,0.348,,0.0,6443.0
Conventional Hydroelectric,276,1,3.2,,2.8,3.2,1917,2030,0.031,,0.0,10007.0
Conventional Hydroelectric,277,3,4.2,,4.0,4.2,1923,2023,0.0,,0.0,9152.0
Conventional Hydroelectric,279,1,11.0,,12.3,11.0,1931,2031,0.363,,0.0,8182.0
Conventional Hydroelectric,279,2,33.0,,29.7,33.0,1953,2053,0.363,,0.0,7443.0
Conventional Hydroelectric,280,1,7.0,,6.7,7.0,1979,2079,0.285,,0.0,9071.0
Run of River Hydroelectric,281,1,7.0,,7.0,7.0,1928,2028,0.324,,0.0,8584.0
Run of River Hydroelectric,282,1,4.4,,3.7,4.4,1928,2028,0.143,,0.0,8473.0
Run of River Hydroelectric,283,1,5.8,,6.6,5.8,1929,2029,0.344,,0.0,9105.0
Conventional Hydroelectric,284,1,7.0,,6.0,7.0,1921,2030,0.436,,0.0,8959.0
Conventional Hydroelectric,285,HC1,91.0,,81.9,91.0,1963,2063,0.323,,0.0,6635.0
Geothermal,286,U11,68.0,,110.0,68.0,1975,2030,0.805,9.771,0.587,39037.0
Geothermal,286,U12,51.0,,110.0,56.0,1979,2030,0.767,9.771,0.587,49009.0
Geothermal,286,U13,65.0,,138.0,68.0,1980,2030,0.787,9.771,0.587,36765.0
Geothermal,286,U14,60.0,,113.0,62.0,1980,2030,0.792,9.771,0.587,39783.0
Geothermal,286,U16,60.0,,118.0,60.0,1985,2030,0.805,9.771,0.587,37429.0
Geothermal,286,U17,60.0,,118.0,65.0,1982,2030,0.773,9.771,0.587,44098.0
Geothermal,286,U18,60.0,,118.0,60.0,1983,2030,0.805,9.771,0.587,38419.0
Geothermal,286,U20,50.0,,118.0,50.0,1985,2030,0.805,9.771,0.587,41991.0
Geothermal,286,U5,45.0,,55.0,50.0,1971,2030,0.762,9.771,0.587,50863.0
Geothermal,286,U6,45.0,,55.0,50.0,1971,2030,0.762,9.771,0.587,50863.0
Geothermal,286,U7,40.0,,55.0,42.0,1972,2030,0.785,9.771,0.587,52043.0
Geothermal,286,U8,40.0,,55.0,42.0,1972,2030,0.785,9.771,0.587,51816.0
Conventional Hydroelectric,287,H1,29.0,,25.5,29.0,1931,2031,0.434,,0.0,7818.0
Conventional Hydroelectric,287,H2,29.0,,26.7,29.0,1931,2031,0.434,,0.0,7614.0
Run of River Hydroelectric,289,1,3.2,,4.2,3.2,1914,2030,0.0,,0.0,8829.0
Run of River Hydroelectric,289,2,3.2,,4.2,3.2,1914,2030,0.0,,0.0,8476.0
Conventional Hydroelectric,290,1,9.0,,8.5,9.0,1980,2080,0.245,,0.0,8077.999999999999
Conventional Hydroelectric,291,1,14.5,,13.6,14.5,1948,2048,0.538,,0.0,8587.0
Run of River Hydroelectric,292,1,14.0,,13.6,14.0,1917,2030,0.393,,0.0,8501.0
Run of River Hydroelectric,292,2,3.2,,2.8,3.2,1986,2086,0.393,,0.0,10666.0
Conventional Hydroelectric,293,1,5.0,,3.2,5.0,1910,2030,0.166,,0.0,8935.0
Conventional Hydroelectric,293,2,5.0,,3.2,5.0,1910,2030,0.166,,0.0,8910.0
Conventional Hydroelectric,293,3,5.0,,3.2,5.0,1910,2030,0.166,,0.0,8910.0
Conventional Hydroelectric,293,4,5.0,,3.2,5.0,1910,2030,0.166,,0.0,8910.0
Run of River Hydroelectric,296,1,0.4,,0.5,0.4,1903,2030,0.424,,0.0,17671.0
Run of River Hydroelectric,296,2,0.4,,0.4,0.4,1907,2030,0.424,,0.0,17108.0
Run of River Hydroelectric,296,3,1.1,,1.2,1.1,1910,2030,0.424,,0.0,12401.0
Conventional Steam Coal,298,1,824.0,,893.0,824.0,1985,2060,0.425,11.116,1.113288195,25956.4892
Conventional Steam Coal,298,2,836.0,,956.8,836.0,1986,2061,0.482,11.181,1.113288195,25956.4892
Geothermal,299,1,23.0,,26.1,23.0,1984,2030,0.729,9.771,0.587,52379.0
Geothermal,299,2,8.7,,12.0,10.8,2007,2037,0.65,9.771,0.587,62534.0
Run of River Hydroelectric,314,1,1.9,,2.0,0.9,1982,2082,0.458,,0.0,14375.0
Run of River Hydroelectric,314,2,1.9,,2.0,0.9,1982,2082,0.458,,0.0,13257.0
Natural Gas Steam Turbine,315,3,327.0,,310.0,327.0,1961,2026,0.084,13.588,0.131878475,4345.960941
Natural Gas Steam Turbine,315,4,335.0,,310.0,335.0,1962,2026,0.072,14.047,0.131878475,4345.960941
Natural Gas Steam Turbine,315,5,480.0,,495.0,480.0,1964,2026,0.033,12.614,0.131878475,4345.960941
Run of River Hydroelectric,316,1,8.5,,8.5,8.5,1982,2082,0.085,,0.0,9860.0
Run of River Hydroelectric,317,1,19.8,,19.8,19.8,1913,2030,0.333,,0.0,8862.0
Run of River Hydroelectric,317,2,15.8,,15.8,15.8,1913,2030,0.333,,0.0,8663.0
Run of River Hydroelectric,317,3,21.6,,21.6,21.6,1923,2023,0.333,,0.0,8824.0
Run of River Hydroelectric,317,4,31.2,,31.2,31.2,1925,2025,0.333,,0.0,7423.0
Run of River Hydroelectric,318,3,15.8,,15.8,15.8,1913,2030,0.357,,0.0,8817.0
Run of River Hydroelectric,318,4,15.8,,15.8,15.8,1914,2030,0.357,,0.0,8748.0
Run of River Hydroelectric,318,5,17.5,,17.5,17.5,1921,2030,0.357,,0.0,8628.0
Run of River Hydroelectric,318,6,17.5,,17.5,17.5,1925,2025,0.357,,0.0,8398.0
Run of River Hydroelectric,319,1,34.0,,34.0,34.0,1923,2023,0.336,,0.0,7206.0
Run of River Hydroelectric,319,2,34.0,,34.0,34.0,1923,2023,0.336,,0.0,7151.0
Run of River Hydroelectric,319,3,33.0,,34.0,33.0,1923,2023,0.336,,0.0,7202.0
Run of River Hydroelectric,319,4,36.0,,36.0,36.0,1948,2048,0.336,,0.0,6879.0
Run of River Hydroelectric,319,5,36.5,,36.5,36.5,1980,2080,0.336,,0.0,7423.0
Conventional Hydroelectric,320,1,50.0,,50.0,50.0,1951,2051,0.363,,0.0,7108.0
Conventional Hydroelectric,320,2,50.0,,50.0,50.0,1951,2051,0.363,,0.0,7073.0
Run of River Hydroelectric,321,1,25.8,,30.0,25.8,1921,2030,0.459,,0.0,7588.0
Run of River Hydroelectric,321,2,45.0,,45.0,45.0,1929,2029,0.229,,0.0,6883.0
Run of River Hydroelectric,322,1,50.0,,55.0,50.0,1928,2028,0.383,,0.0,6544.0
Run of River Hydroelectric,322,2,50.0,,55.0,50.0,1928,2028,0.383,,0.0,6523.0
Run of River Hydroelectric,323,1,2.5,,2.5,2.5,1908,2030,0.424,,0.0,10934.0
Run of River Hydroelectric,323,2,2.5,,2.5,2.5,1908,2030,0.424,,0.0,10917.0
Run of River Hydroelectric,323,3,2.3,,2.3,2.3,1911,2030,0.424,,0.0,10880.0
Run of River Hydroelectric,324,1,2.8,,2.8,2.8,1913,2030,0.341,,0.0,10621.0
Run of River Hydroelectric,324,2,2.8,,2.8,2.8,1913,2030,0.341,,0.0,10589.0
Run of River Hydroelectric,324,3,2.8,,2.8,2.8,1913,2030,0.341,,0.0,10472.0
Run of River Hydroelectric,325,1,1.0,,1.0,1.0,1905,2030,0.557,,0.0,14433.0
Run of River Hydroelectric,325,2,1.0,,1.0,1.0,1905,2030,0.557,,0.0,14408.0
Run of River Hydroelectric,325,3,2.0,,2.0,2.0,1906,2030,0.557,,0.0,11578.0
Run of River Hydroelectric,325,4,2.2,,2.2,2.2,1907,2030,0.557,,0.0,11576.0
Run of River Hydroelectric,325,5,2.0,,2.0,2.0,1909,2030,0.557,,0.0,11571.0
Run of River Hydroelectric,326,1,2.0,,2.0,2.0,1943,2043,0.363,,0.0,11112.0
Run of River Hydroelectric,326,2,1.8,,2.5,1.8,1919,2030,0.363,,0.0,11252.0
Run of River Hydroelectric,327,1,1.6,,1.6,1.6,1913,2030,0.552,,0.0,11430.0
Run of River Hydroelectric,332,1,1.5,,1.5,1.5,1917,2030,0.173,,0.0,14211.0
Run of River Hydroelectric,332,2,1.5,,1.5,1.5,1917,2030,0.173,,0.0,14074.0
Natural Gas Steam Turbine,335,2,225.8,,218.0,225.8,1958,2026,0.085,11.928,0.338551939,11156.73732
Run of River Hydroelectric,336,2,1.8,,1.8,1.8,1929,2029,0.216,,0.0,9729.0
Run of River Hydroelectric,337,1,2.3,,2.3,2.3,1929,2029,0.009,,0.0,9366.0
Run of River Hydroelectric,338,1,2.4,,2.4,2.4,1913,2030,0.296,,0.0,9277.0
Run of River Hydroelectric,338,2,2.1,,2.4,2.1,1913,2030,0.296,,0.0,9220.0
Run of River Hydroelectric,339,1,20.5,,20.5,20.5,1921,2030,0.351,,0.0,6925.0
Run of River Hydroelectric,339,2,19.7,,19.8,19.7,1921,2030,0.351,,0.0,6626.0
Run of River Hydroelectric,340,1,6.6,,6.6,6.6,1907,2030,0.639,,0.0,8817.0
Run of River Hydroelectric,340,2,6.6,,6.6,6.6,1907,2030,0.639,,0.0,8721.0
Run of River Hydroelectric,340,3,6.6,,6.6,6.6,1907,2030,0.639,,0.0,8721.0
Run of River Hydroelectric,340,4,6.6,,6.6,6.6,1907,2030,0.639,,0.0,8721.0
Natural Gas Fired Combustion Turbine,341,CT1,65.0,,63.0,65.0,1976,2031,0.008,16.97,3.49723692,1121.119057
Natural Gas Fired Combustion Turbine,341,CT2,65.0,,63.0,65.0,1976,2031,0.008,16.97,3.49723692,1121.119057
Natural Gas Fired Combustion Turbine,341,CT3,65.0,,63.0,65.0,1976,2031,0.008,16.97,3.49723692,1121.119057
Natural Gas Fired Combustion Turbine,341,CT4,65.0,,63.0,65.0,1976,2031,0.008,16.97,3.49723692,1121.119057
Conventional Hydroelectric,342,1,1.5,,1.5,1.5,1911,2030,0.296,,0.0,11103.0
Conventional Hydroelectric,342,2,1.5,,1.5,1.5,1912,2030,0.296,,0.0,11092.0
Run of River Hydroelectric,344,1,95.0,,95.0,95.0,1960,2060,0.25,,0.0,6573.0
Run of River Hydroelectric,344,2,95.0,,95.0,95.0,1960,2060,0.25,,0.0,6564.0
Natural Gas Steam Turbine,350,1,741.0,,806.0,741.0,1971,2027,0.011,11.976,0.217001078,7151.115538
Natural Gas Steam Turbine,350,2,750.0,,806.0,750.0,1973,2027,0.029,12.264,0.217001078,7151.115538
Conventional Hydroelectric,353,1,11.3,,11.3,11.3,1924,2024,0.214,,0.0,7422.0
Run of River Hydroelectric,354,1,10.8,,10.8,10.8,1956,2056,0.19,,0.0,7844.0
Conventional Hydroelectric,357,1,5.9,,5.9,5.9,1916,2030,0.357,,0.0,8638.0
Conventional Hydroelectric,357,2,5.5,,7.2,5.5,1917,2030,0.357,,0.0,8847.0
Natural Gas Fired Combined Cycle,358,MV3A,156.0,,164.6,182.0,2005,2060,0.306,7.871,0.4184776,4152.100625
Natural Gas Fired Combined Cycle,358,MV3B,156.0,,164.6,182.0,2005,2060,0.306,7.871,0.4184776,4152.100625
